# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-B" "-C" "--countReadPairs" "-t" "gene" "-g" "locus_tag" "-a" "reference/annotation/NK01067.gff" "-o" "results/counts/gene_counts.txt" "results/alignment/SRR35308233.sorted.bam" "results/alignment/SRR35308234.sorted.bam" "results/alignment/SRR35308235.sorted.bam" "results/alignment/SRR35308236.sorted.bam" "results/alignment/SRR35308237.sorted.bam" "results/alignment/SRR35308238.sorted.bam" "results/alignment/SRR35308239.sorted.bam" "results/alignment/SRR35308240.sorted.bam" "results/alignment/SRR35308241.sorted.bam" "results/alignment/SRR35308242.sorted.bam" "results/alignment/SRR35308243.sorted.bam" "results/alignment/SRR35308244.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/SRR35308233.sorted.bam	results/alignment/SRR35308234.sorted.bam	results/alignment/SRR35308235.sorted.bam	results/alignment/SRR35308236.sorted.bam	results/alignment/SRR35308237.sorted.bam	results/alignment/SRR35308238.sorted.bam	results/alignment/SRR35308239.sorted.bam	results/alignment/SRR35308240.sorted.bam	results/alignment/SRR35308241.sorted.bam	results/alignment/SRR35308242.sorted.bam	results/alignment/SRR35308243.sorted.bam	results/alignment/SRR35308244.sorted.bam
M8Y62_21535	CP097651.1	4467363	4468679	-	1317	1502	1663	1368	248	271	364	2143	1716	1452	194	177	158
M8Y62_21540	CP097651.1	4468682	4469764	-	1083	1924	2001	1795	367	421	434	2813	2180	1735	222	204	223
M8Y62_21545	CP097651.1	4469758	4471116	-	1359	1800	2004	1812	383	417	492	3345	2527	2116	196	249	220
M8Y62_21550	CP097651.1	4471113	4472600	-	1488	2479	2760	2449	780	824	943	4887	3826	3231	572	520	637
M8Y62_21555	CP097651.1	4472587	4474353	-	1767	3722	3844	3549	2198	2348	2277	6275	4921	4010	2642	3272	3648
M8Y62_21560	CP097651.1	4474369	4474734	-	366	395	450	362	114	125	150	1044	841	684	112	110	144
M8Y62_21565	CP097651.1	4474731	4475672	-	942	2533	2478	2354	1568	1962	1882	5467	4332	4886	1625	1611	2191
M8Y62_21570	CP097651.1	4475675	4476133	-	459	3429	3428	3046	4986	5439	4949	9766	6989	8558	6201	6821	6843
M8Y62_21575	CP097651.1	4476774	4477778	-	1005	1970	2054	1820	2591	2797	2667	4849	3311	3175	2473	2440	2757
M8Y62_21580	CP097651.1	4477959	4478450	-	492	466	671	671	748	693	762	699	545	433	419	479	290
M8Y62_21585	CP097651.1	4478453	4480177	-	1725	293	319	363	293	325	368	811	623	476	233	247	195
M8Y62_21590	CP097651.1	4480572	4481540	-	969	13	8	13	10	10	8	12	9	9	11	5	5
M8Y62_21595	CP097651.1	4482154	4482240	+	87	6	7	5	8	2	5	14	5	4	11	6	7
M8Y62_21600	CP097651.1	4482336	4483907	+	1572	208	241	304	440	512	566	719	546	484	407	392	430
M8Y62_21605	CP097651.1	4483907	4484998	+	1092	198	219	197	354	368	396	528	357	382	340	357	541
M8Y62_21610	CP097651.1	4485001	4486401	+	1401	199	226	233	243	298	290	483	316	362	303	365	445
M8Y62_21615	CP097651.1	4486412	4487017	+	606	107	101	111	76	105	123	188	118	104	93	91	127
M8Y62_21620	CP097651.1	4487413	4489446	+	2034	41	48	33	18	27	20	97	62	63	19	13	20
M8Y62_21625	CP097651.1	4489458	4490321	+	864	7	12	9	9	2	2	29	27	13	3	2	1
M8Y62_21630	CP097651.1	4490332	4491546	+	1215	74	73	75	37	41	38	172	118	87	30	43	35
M8Y62_21635	CP097651.1	4491577	4492332	+	756	150	204	191	207	283	241	505	332	326	249	266	304
M8Y62_21640	CP097651.1	4492370	4493266	-	897	226	254	255	220	222	178	280	212	206	283	311	264
M8Y62_21645	CP097651.1	4493498	4494808	+	1311	24	31	33	18	19	20	56	25	31	30	22	11
M8Y62_21650	CP097651.1	4494842	4496026	-	1185	189	197	170	136	125	122	321	200	216	123	95	67
M8Y62_21655	CP097651.1	4496294	4496446	-	153	414	450	476	4506	4086	3504	617	395	497	4506	5215	2338
M8Y62_21660	CP097651.1	4496534	4498189	+	1656	572	684	664	449	459	429	855	631	586	263	285	177
M8Y62_21665	CP097651.1	4498479	4499462	+	984	253	309	354	230	241	250	962	704	628	215	223	106
M8Y62_21670	CP097651.1	4499438	4501048	+	1611	146	149	158	89	100	80	465	324	274	42	45	33
M8Y62_21675	CP097651.1	4501032	4501733	+	702	30	46	41	18	28	22	156	137	95	14	28	17
M8Y62_21680	CP097651.1	4501720	4502487	-	768	418	419	362	364	392	356	1435	985	941	306	273	226
M8Y62_21685	CP097651.1	4502616	4503461	-	846	367	403	382	251	230	222	1969	1346	998	136	120	115
M8Y62_21690	CP097651.1	4503799	4505508	+	1710	68	72	89	56	65	58	188	143	95	50	54	33
M8Y62_21695	CP097651.1	4505519	4507021	+	1503	126	130	155	191	216	206	325	216	191	128	145	64
M8Y62_21700	CP097651.1	4507159	4507854	+	696	47	62	81	91	86	78	144	100	72	58	71	29
M8Y62_21705	CP097651.1	4508030	4510387	+	2358	1484	1591	1336	426	455	468	2080	1568	1229	259	304	193
M8Y62_21710	CP097651.1	4510575	4513481	+	2907	1110	1279	1278	549	499	573	2058	1580	1272	296	281	134
M8Y62_21715	CP097651.1	4513494	4514153	+	660	181	185	160	138	121	122	333	270	245	91	112	45
M8Y62_21720	CP097651.1	4514228	4514767	-	540	206	200	229	298	259	253	549	437	408	320	366	158
M8Y62_21725	CP097651.1	4514947	4516311	-	1365	493	615	834	1556	1199	984	1005	770	1016	1472	1430	103
M8Y62_21730	CP097651.1	4516636	4518261	+	1626	282	276	251	310	336	339	649	439	423	322	406	393
M8Y62_21735	CP097651.1	4518251	4518949	+	699	55	82	60	77	98	95	231	152	164	117	160	290
M8Y62_21740	CP097651.1	4518982	4519809	-	828	447	480	459	368	360	358	1087	761	796	327	396	324
M8Y62_21745	CP097651.1	4520053	4522401	+	2349	3275	4292	4434	2873	3015	3275	8510	6989	5518	1884	2015	1273
M8Y62_21750	CP097651.1	4522456	4523742	+	1287	3835	4858	4668	2236	2423	2577	7978	5757	4930	1975	2027	1481
M8Y62_21755	CP097651.1	4523748	4524737	+	990	595	656	636	404	457	395	1463	1193	988	298	346	249
M8Y62_21760	CP097651.1	4524734	4525555	+	822	1465	1614	1574	687	720	764	2529	1997	1551	580	594	458
M8Y62_21765	CP097651.1	4525558	4525935	+	378	491	596	481	304	302	286	1091	754	705	305	292	224
M8Y62_21770	CP097651.1	4525940	4526788	+	849	756	837	714	365	449	439	1288	1042	869	324	355	263
M8Y62_21775	CP097651.1	4527215	4527694	-	480	259	295	321	164	169	155	995	702	780	261	277	141
M8Y62_21780	CP097651.1	4527868	4529733	-	1866	180	246	252	237	257	298	614	413	396	268	356	263
M8Y62_21785	CP097651.1	4529726	4530259	-	534	201	251	265	67	60	78	485	305	339	61	48	47
M8Y62_21790	CP097651.1	4530391	4530624	-	234	518	546	590	359	321	232	980	601	815	205	215	162
M8Y62_21795	CP097651.1	4530794	4534018	-	3225	502	455	496	192	178	217	3126	2067	2202	134	159	147
M8Y62_21800	CP097651.1	4534036	4535184	-	1149	154	147	182	89	113	92	1380	904	1065	249	431	180
M8Y62_21805	CP097651.1	4535642	4536463	-	822	465	546	512	333	351	404	768	538	474	289	344	456
M8Y62_21810	CP097651.1	4536758	4537387	-	630	226	241	249	109	104	92	434	292	218	80	79	40
M8Y62_21815	CP097651.1	4537480	4538409	+	930	258	290	265	119	138	121	541	411	303	78	78	63
M8Y62_21820	CP097651.1	4538357	4538722	-	366	268	271	311	167	198	221	741	541	423	152	158	179
M8Y62_21825	CP097651.1	4538753	4539667	-	915	434	438	400	256	252	285	920	756	578	169	194	266
M8Y62_21830	CP097651.1	4539734	4540684	-	951	775	920	757	354	345	418	1544	1154	1082	244	283	313
M8Y62_21835	CP097651.1	4540686	4541135	-	450	614	644	574	224	224	278	1107	853	820	138	140	202
M8Y62_21840	CP097651.1	4541251	4541751	-	501	584	610	545	156	188	181	906	647	577	124	126	215
M8Y62_21845	CP097651.1	4541751	4544567	-	2817	3466	3732	3183	1631	1760	2228	8097	6160	5389	1289	1564	1557
M8Y62_21850	CP097651.1	4544611	4545549	-	939	1188	1219	1249	860	1074	1027	3249	2737	2432	973	957	729
M8Y62_21855	CP097651.1	4545879	4546142	+	264	2272	2552	2553	542	647	704	2980	2317	2049	673	700	539
M8Y62_21860	CP097651.1	4546262	4547158	-	897	3490	3902	4565	1922	1895	1596	11823	10809	9479	891	909	550
M8Y62_21865	CP097651.1	4547213	4548388	-	1176	7388	8592	8941	4715	4894	4104	36641	28329	27081	2415	2836	2791
M8Y62_21870	CP097651.1	4548566	4549699	-	1134	390	367	274	172	164	211	2488	1591	1766	202	237	100
M8Y62_21875	CP097651.1	4549787	4551703	-	1917	1463	1394	1198	887	954	900	13202	8848	9222	1185	1087	458
M8Y62_21880	CP097651.1	4552089	4552493	+	405	28	28	29	7	13	11	62	42	33	12	13	3
M8Y62_21885	CP097651.1	4552521	4553270	+	750	23	24	26	14	11	13	48	20	28	15	10	7
M8Y62_21890	CP097651.1	4553359	4553925	+	567	104	105	78	34	39	32	228	180	165	41	37	23
M8Y62_21895	CP097651.1	4553988	4555292	-	1305	228	251	254	143	173	165	561	422	340	107	124	59
M8Y62_21900	CP097651.1	4555412	4555999	-	588	722	786	774	518	482	612	1574	1193	1001	354	385	261
M8Y62_21905	CP097651.1	4556099	4557052	-	954	2200	2338	2437	2661	2739	2998	6482	4641	4618	2071	2102	1984
M8Y62_21910	CP097651.1	4557255	4558685	+	1431	372	395	400	262	271	260	770	574	497	191	210	160
M8Y62_21915	CP097651.1	4558763	4559536	+	774	122	188	199	299	279	248	364	293	271	239	234	135
M8Y62_21920	CP097651.1	4559605	4559982	-	378	8	8	10	13	13	10	22	7	9	11	20	11
M8Y62_21925	CP097651.1	4560297	4561577	-	1281	533	518	535	695	752	1025	1232	1000	971	593	700	1181
M8Y62_21930	CP097651.1	4561581	4562510	-	930	555	575	589	1243	1414	1559	1463	1215	1349	1442	1574	2528
M8Y62_21935	CP097651.1	4562512	4564974	-	2463	1087	1293	1693	8279	9418	10213	6356	4965	5297	9082	10359	8178
M8Y62_21940	CP097651.1	4565056	4565124	-	69	260	339	342	411	418	394	412	308	280	441	518	631
M8Y62_21945	CP097651.1	4565337	4566023	-	687	243	309	217	254	291	297	662	391	401	291	302	256
M8Y62_21950	CP097651.1	4566420	4566560	-	141	3270	3153	3046	4919	5532	5051	4635	3348	4058	4729	5006	4428
M8Y62_21955	CP097651.1	4566656	4567372	+	717	3087	3338	3278	2381	2548	2616	4289	2995	2986	2067	2265	2165
M8Y62_21960	CP097651.1	4567435	4568793	-	1359	153	172	167	96	92	71	317	241	183	73	81	45
M8Y62_21965	CP097651.1	4568854	4570278	-	1425	301	330	305	148	157	162	680	497	374	101	94	66
M8Y62_21970	CP097651.1	4570278	4570967	-	690	190	192	193	147	163	132	350	244	214	176	171	96
M8Y62_21975	CP097651.1	4570980	4571453	-	474	412	419	392	366	365	331	823	540	461	372	336	203
M8Y62_21980	CP097651.1	4571663	4572532	+	870	828	972	951	881	899	912	1824	1240	1067	843	973	560
M8Y62_21985	CP097651.1	4572529	4573176	-	648	655	755	756	562	629	676	1873	1249	1312	501	553	407
M8Y62_21990	CP097651.1	4573290	4573805	+	516	444	487	453	449	464	472	961	674	623	573	443	334
M8Y62_21995	CP097651.1	4573792	4574121	-	330	131	115	130	76	92	115	264	225	167	48	39	48
M8Y62_22000	CP097651.1	4574210	4576147	-	1938	1410	1679	1694	1675	1867	2087	5572	4159	4132	1249	1455	1577
M8Y62_22005	CP097651.1	4576376	4578043	+	1668	1566	1759	1777	1673	1973	2354	6373	4520	4219	1938	2149	2046
M8Y62_22010	CP097651.1	4578137	4579369	-	1233	408	459	479	469	440	509	972	718	622	473	497	334
M8Y62_22015	CP097651.1	4579391	4580773	-	1383	316	355	287	181	206	239	1004	746	736	209	292	197
M8Y62_22020	CP097651.1	4580783	4581754	-	972	249	276	267	106	107	159	745	510	500	110	113	69
M8Y62_22025	CP097651.1	4581859	4582506	+	648	311	292	258	193	178	183	617	457	374	240	230	160
M8Y62_22030	CP097651.1	4582506	4583522	+	1017	409	469	418	281	217	307	1174	894	704	146	195	114
M8Y62_22035	CP097651.1	4583603	4584322	-	720	2687	3044	3377	2496	2616	2542	7597	5138	4788	2837	2948	1613
M8Y62_22040	CP097651.1	4584425	4585648	-	1224	5994	6584	7111	6222	6012	5868	19712	13386	12983	6925	7104	3565
M8Y62_22045	CP097651.1	4585701	4587023	-	1323	1560	1845	2007	702	664	657	2702	1909	1572	356	303	170
M8Y62_22050	CP097651.1	4587137	4587916	-	780	1519	1631	1701	757	757	639	2492	1861	1340	590	586	376
M8Y62_22055	CP097651.1	4588333	4589610	-	1278	1239	1352	1585	236	254	272	2065	1404	958	210	225	219
M8Y62_22060	CP097651.1	4589741	4590535	-	795	104	114	120	110	83	100	374	332	216	81	99	46
M8Y62_22065	CP097651.1	4590532	4591605	-	1074	438	487	549	441	441	484	1279	1064	914	299	331	220
M8Y62_22070	CP097651.1	4591759	4591920	-	162	1218	1751	2256	12756	11031	8938	2610	1944	2005	12346	12136	4357
M8Y62_22075	CP097651.1	4592050	4592670	-	621	2939	3889	5079	9514	8585	6754	4615	3509	2930	5575	5653	2723
M8Y62_22080	CP097651.1	4592890	4594479	-	1590	1842	2115	1745	681	788	749	3209	2105	1866	593	645	441
M8Y62_22085	CP097651.1	4594570	4595247	-	678	154	193	169	167	188	182	550	403	350	227	239	117
M8Y62_22090	CP097651.1	4595262	4595708	-	447	167	189	176	80	106	110	495	344	339	67	67	35
M8Y62_22095	CP097651.1	4595677	4596090	-	414	199	231	257	81	67	109	500	371	366	80	72	46
M8Y62_22100	CP097651.1	4596193	4597221	+	1029	547	657	756	316	317	383	1216	886	765	239	266	185
M8Y62_22105	CP097651.1	4597393	4597479	+	87	64	64	69	47	52	41	106	61	56	42	69	47
M8Y62_22110	CP097651.1	4597508	4597594	+	87	39	35	28	26	24	16	77	38	46	34	46	19
M8Y62_22115	CP097651.1	4597626	4597712	+	87	18	10	18	1	3	5	48	43	47	11	21	10
M8Y62_22120	CP097651.1	4597734	4597973	-	240	159	93	91	74	92	65	429	202	285	204	160	96
M8Y62_22125	CP097651.1	4598044	4598214	+	171	17	10	8	14	23	10	28	29	8	21	26	10
M8Y62_22130	CP097651.1	4598238	4599284	+	1047	169	116	148	120	164	130	367	161	154	148	142	63
M8Y62_22135	CP097651.1	4599391	4600179	+	789	389	441	439	140	120	170	580	305	356	94	83	46
M8Y62_22140	CP097651.1	4600229	4601572	-	1344	483	560	549	1870	2001	2142	874	605	532	2242	2385	773
M8Y62_22145	CP097651.1	4601910	4602368	+	459	69	101	89	58	63	43	220	140	141	105	125	52
M8Y62_22150	CP097651.1	4602374	4603048	-	675	26	32	34	14	18	17	75	47	27	21	17	7
M8Y62_22155	CP097651.1	4603009	4603731	-	723	12	7	7	6	2	2	15	2	10	11	11	9
M8Y62_22160	CP097651.1	4603997	4604878	-	882	24	20	18	13	15	29	73	33	42	11	14	42
M8Y62_22165	CP097651.1	4604895	4606079	-	1185	112	78	56	94	112	106	174	116	192	97	80	518
M8Y62_22170	CP097651.1	4606359	4607135	+	777	199	265	248	136	144	139	801	601	424	120	127	156
M8Y62_22175	CP097651.1	4607126	4607599	+	474	129	159	182	66	53	51	469	394	294	64	37	26
M8Y62_22180	CP097651.1	4607702	4608241	+	540	477	488	420	219	291	230	923	652	579	277	234	135
M8Y62_22185	CP097651.1	4608244	4608981	+	738	481	622	655	616	615	579	1297	982	771	461	424	164
M8Y62_22190	CP097651.1	4609047	4609538	+	492	449	480	496	354	346	312	743	604	501	421	381	201
M8Y62_22195	CP097651.1	4609795	4612086	+	2292	1170	1309	1360	702	784	770	3947	2960	2558	540	646	924
M8Y62_22200	CP097651.1	4612141	4613085	-	945	1820	1737	2214	600	596	622	2502	2389	2234	318	309	242
M8Y62_22205	CP097651.1	4613219	4614229	-	1011	10535	10416	14541	8326	8820	10210	12223	11944	11927	8188	9728	8974
M8Y62_22210	CP097651.1	4614247	4615308	-	1062	6614	6839	9892	4271	4535	4848	10672	11055	10271	4069	4346	2174
M8Y62_22215	CP097651.1	4615321	4616172	-	852	9107	9499	13389	4147	4145	4821	15699	14812	13172	3427	3776	1657
M8Y62_22220	CP097651.1	4616150	4616929	-	780	4027	4307	6119	1216	1299	1455	7254	6574	5503	1376	1429	469
M8Y62_22225	CP097651.1	4616946	4617416	-	471	2565	2856	3656	1288	1289	1492	4828	4500	3875	1631	1787	447
M8Y62_22230	CP097651.1	4617431	4617853	-	423	1725	1879	2525	563	640	635	3678	3456	2999	684	570	129
M8Y62_22235	CP097651.1	4617954	4620719	-	2766	860	885	862	655	826	805	2556	1849	1747	989	1189	1988
M8Y62_22240	CP097651.1	4620820	4621650	-	831	46	40	48	52	58	61	144	109	99	38	53	46
M8Y62_22245	CP097651.1	4621683	4622216	+	534	240	274	304	120	158	168	531	408	325	61	83	44
M8Y62_22250	CP097651.1	4622286	4623149	+	864	112	137	126	84	86	105	407	271	263	92	83	55
M8Y62_22255	CP097651.1	4623146	4623745	-	600	16	21	34	13	9	21	82	63	47	8	9	12
M8Y62_22260	CP097651.1	4623732	4624604	-	873	17	11	14	7	6	7	47	27	24	9	5	4
M8Y62_22265	CP097651.1	4624614	4626107	-	1494	23	15	16	15	5	17	39	17	19	6	13	7
M8Y62_22270	CP097651.1	4626293	4626685	-	393	127	139	125	148	159	167	362	257	283	190	176	170
M8Y62_22275	CP097651.1	4626696	4628135	-	1440	90	79	102	36	37	35	240	172	162	23	28	23
M8Y62_22280	CP097651.1	4628113	4628292	+	180	3	3	0	1	3	1	9	0	2	2	0	0
M8Y62_22285	CP097651.1	4628336	4629556	+	1221	40	45	29	28	9	19	126	96	85	12	12	3
M8Y62_22290	CP097651.1	4629586	4630602	-	1017	167	185	164	137	132	152	384	290	219	132	130	94
M8Y62_22300	CP097651.1	4631169	4631609	-	441	250	277	272	195	174	172	534	430	356	165	198	77
M8Y62_22310	CP097651.1	4631897	4632529	+	633	9	3	11	5	4	5	32	21	20	8	6	8
M8Y62_22315	CP097651.1	4632526	4633290	+	765	10	11	20	5	7	16	66	28	48	9	7	10
M8Y62_22320	CP097651.1	4633287	4634753	+	1467	20	19	19	15	16	13	142	80	90	7	16	14
M8Y62_22325	CP097651.1	4634755	4635612	+	858	12	16	19	8	10	7	85	58	47	12	7	5
M8Y62_22330	CP097651.1	4635622	4636002	+	381	5	9	5	11	4	13	55	47	31	5	2	3
M8Y62_22335	CP097651.1	4636111	4636914	+	804	14	12	19	10	6	18	61	41	41	5	6	12
M8Y62_22340	CP097651.1	4636925	4637722	+	798	14	10	3	13	9	6	48	36	47	13	14	13
M8Y62_22345	CP097651.1	4637744	4639102	+	1359	19	13	11	10	9	11	48	45	34	11	6	6
M8Y62_22350	CP097651.1	4639112	4640002	+	891	19	21	16	12	3	8	44	28	35	11	8	31
M8Y62_22355	CP097651.1	4640228	4641790	+	1563	41	43	45	12	21	10	67	52	45	5	7	18
M8Y62_22360	CP097651.1	4641810	4642322	+	513	43	58	42	40	50	33	120	69	55	40	47	27
M8Y62_22365	CP097651.1	4642397	4643107	-	711	96	139	111	93	119	92	198	174	136	130	127	54
M8Y62_22370	CP097651.1	4643235	4643858	-	624	94	110	84	91	113	91	167	155	120	101	103	66
M8Y62_22375	CP097651.1	4644243	4646393	+	2151	921	614	344	146	123	120	1921	1304	1469	93	88	181
M8Y62_22380	CP097651.1	4646503	4646706	+	204	47	37	32	25	18	21	73	43	47	33	18	29
M8Y62_22385	CP097651.1	4646718	4647674	+	957	220	210	154	167	238	213	451	259	321	166	173	224
M8Y62_22390	CP097651.1	4648066	4648611	+	546	374	475	617	634	581	501	5225	3639	4825	343	449	450
M8Y62_22395	CP097651.1	4648709	4650079	-	1371	972	1302	1654	3307	3547	3758	4182	3478	3400	3472	3806	1722
M8Y62_22400	CP097651.1	4650238	4651176	-	939	79	85	78	94	70	64	230	138	151	91	96	64
M8Y62_22405	CP097651.1	4651392	4652207	+	816	86	134	123	172	180	204	276	218	164	114	129	86
M8Y62_22410	CP097651.1	4652255	4652917	+	663	20	13	5	3	6	4	36	31	23	3	3	2
M8Y62_22415	CP097651.1	4652910	4654202	+	1293	108	136	165	149	124	145	408	314	218	68	61	31
M8Y62_22420	CP097651.1	4654256	4655497	+	1242	128	137	147	165	200	186	398	333	248	102	133	111
M8Y62_22425	CP097651.1	4655523	4655762	+	240	38	46	61	42	63	52	98	84	67	26	31	25
M8Y62_22430	CP097651.1	4655860	4657011	+	1152	1192	1726	1704	246	263	161	2091	1840	1187	244	219	59
M8Y62_22435	CP097651.1	4657021	4657788	+	768	396	533	619	100	70	58	665	579	462	53	40	3
M8Y62_22440	CP097651.1	4657785	4658039	+	255	78	116	127	24	44	20	174	172	124	43	35	9
M8Y62_22445	CP097651.1	4658036	4659100	-	1065	295	446	387	37	54	35	378	398	258	47	40	17
M8Y62_22450	CP097651.1	4659090	4660157	-	1068	56	65	79	8	18	19	105	108	68	23	8	10
M8Y62_22455	CP097651.1	4660164	4660628	-	465	32	26	39	21	15	21	87	66	79	17	27	22
M8Y62_22460	CP097651.1	4660793	4660957	-	165	78	65	70	118	160	135	55	54	56	194	192	131
M8Y62_22465	CP097651.1	4661135	4662547	+	1413	107	100	114	95	135	164	323	208	260	97	104	136
M8Y62_22470	CP097651.1	4662619	4663038	-	420	20	11	15	10	17	19	62	31	32	17	16	23
M8Y62_22475	CP097651.1	4663032	4663940	-	909	22	27	34	15	19	23	68	60	40	15	25	15
M8Y62_22480	CP097651.1	4664027	4664809	+	783	137	138	120	102	119	84	262	212	178	50	73	91
M8Y62_22485	CP097651.1	4664846	4665802	-	957	50	59	60	70	70	64	120	85	88	51	58	104
M8Y62_22490	CP097651.1	4665799	4666770	-	972	66	78	96	76	69	67	122	95	86	72	87	137
M8Y62_22495	CP097651.1	4666763	4668247	-	1485	129	125	95	150	172	206	239	140	150	217	275	294
M8Y62_22500	CP097651.1	4668298	4669281	-	984	192	217	231	678	805	861	199	166	143	980	1180	1116
M8Y62_22505	CP097651.1	4669786	4670793	+	1008	345	369	465	247	300	270	616	415	336	182	149	114
M8Y62_22510	CP097651.1	4671100	4672167	+	1068	521	520	567	207	219	224	1550	1279	848	230	210	278
M8Y62_22515	CP097651.1	4672164	4674908	+	2745	839	1043	1191	280	246	262	3682	2727	1868	155	187	205
M8Y62_22520	CP097651.1	4674908	4676032	+	1125	333	368	417	121	140	132	987	802	491	80	82	67
M8Y62_22525	CP097651.1	4676073	4676390	-	318	321	279	318	117	135	137	354	253	198	94	111	247
M8Y62_22530	CP097651.1	4676995	4677110	-	116	27	46	41	34	34	36	76	59	34	58	93	58
M8Y62_22535	CP097651.1	4677211	4680110	-	2900	11045	14357	17634	28597	21901	11018	19124	12322	3370	10668	19821	27501
M8Y62_22540	CP097651.1	4680293	4680368	-	76	110	136	123	46	57	56	283	198	232	103	107	53
M8Y62_22545	CP097651.1	4680454	4681991	-	1538	7048	9234	12691	18257	15168	8838	11105	7711	2579	9813	16308	19644
M8Y62_22550	CP097651.1	4682583	4683704	+	1122	879	895	823	206	239	271	2050	1492	1042	218	217	108
M8Y62_22555	CP097651.1	4683752	4684285	-	534	237	221	198	128	139	129	478	374	301	160	163	119
M8Y62_22560	CP097651.1	4684296	4684562	-	267	52	42	42	77	110	85	139	100	141	78	94	67
M8Y62_22565	CP097651.1	4684665	4686098	-	1434	168	201	197	129	177	184	498	416	331	183	202	107
M8Y62_22570	CP097651.1	4686088	4686771	-	684	334	321	320	348	396	394	716	569	567	479	450	331
M8Y62_22575	CP097651.1	4686943	4688328	+	1386	17	33	26	46	41	40	65	41	42	33	18	14
M8Y62_22580	CP097651.1	4688346	4688690	+	345	4	5	8	3	1	0	12	12	3	2	7	4
M8Y62_22585	CP097651.1	4688736	4689998	+	1263	17	16	22	13	12	7	35	17	18	4	3	4
M8Y62_22590	CP097651.1	4690010	4693159	+	3150	132	151	104	95	81	85	221	166	167	68	74	67
M8Y62_22595	CP097651.1	4693232	4693579	+	348	49	46	68	130	101	133	170	134	159	37	50	56
M8Y62_22600	CP097651.1	4693589	4694122	-	534	193	216	267	439	461	528	406	359	353	335	343	288
M8Y62_22605	CP097651.1	4694239	4694967	+	729	830	882	834	1046	1214	1351	1604	1201	1323	1057	1230	1420
M8Y62_22610	CP097651.1	4695200	4695634	+	435	2981	2887	3013	2390	2396	3016	3386	2889	2757	1059	1137	865
M8Y62_22615	CP097651.1	4695631	4696350	+	720	1552	1524	1746	2844	2972	3399	2205	2200	2195	1642	1865	1453
M8Y62_22620	CP097651.1	4696347	4697606	+	1260	2586	2564	2496	5747	6272	7852	2883	3812	3927	2405	2750	2337
M8Y62_22625	CP097651.1	4697608	4698330	+	723	672	623	704	1277	1486	1868	570	868	964	804	880	862
M8Y62_22630	CP097651.1	4698327	4699547	+	1221	1205	1015	981	3197	3857	4469	694	1036	1361	3188	3513	3601
M8Y62_22635	CP097651.1	4699544	4700029	+	486	162	191	155	387	541	557	85	143	194	488	546	638
M8Y62_22640	CP097651.1	4700026	4700550	+	525	191	156	136	324	398	505	82	146	180	230	341	322
M8Y62_22645	CP097651.1	4700547	4701098	+	552	328	296	273	666	855	1078	140	263	277	494	691	734
M8Y62_22650	CP097651.1	4701095	4702054	+	960	751	641	581	2000	2931	3398	315	540	769	2911	3518	4299
M8Y62_22660	CP097651.1	4703806	4705188	-	1383	44	50	26	12	15	22	104	88	60	18	43	22
M8Y62_22665	CP097651.1	4705460	4706779	-	1320	10	13	10	9	8	9	27	17	21	5	13	15
M8Y62_22670	CP097651.1	4707206	4708645	+	1440	31	40	30	35	38	30	93	66	49	69	70	58
M8Y62_22675	CP097651.1	4708704	4710383	+	1680	115	93	81	47	48	47	171	143	109	44	63	71
M8Y62_22680	CP097651.1	4710466	4711104	-	639	51	54	49	45	40	33	112	64	61	68	64	75
M8Y62_22690	CP097651.1	4712156	4712965	-	810	247	337	301	951	958	843	400	355	322	1019	1174	1062
M8Y62_22695	CP097651.1	4713063	4715285	+	2223	1982	2302	1822	4379	4562	3715	2631	1829	1910	4107	4169	3564
M8Y62_22705	CP097651.1	4717180	4718307	+	1128	94	100	91	78	109	110	167	102	100	181	216	157
M8Y62_22710	CP097651.1	4718327	4718560	+	234	73	68	39	58	48	58	90	55	59	80	97	83
M8Y62_22730	CP097651.1	4719576	4720337	-	762	39	36	30	33	42	44	34	63	37	68	79	58
M8Y62_22735	CP097651.1	4720330	4722201	-	1872	487	545	413	583	629	677	460	334	359	687	684	892
M8Y62_22740	CP097651.1	4722204	4726202	-	3999	1955	2086	1497	1857	2305	2274	1655	1158	1287	2555	2602	2836
M8Y62_22745	CP097651.1	4726253	4730284	-	4032	2266	2564	1871	1881	2366	2162	1828	1282	1337	2021	2108	2251
M8Y62_22750	CP097651.1	4730281	4733421	-	3141	1062	1233	1061	1084	1304	1224	1643	1147	1065	1381	1425	1067
M8Y62_22755	CP097651.1	4733469	4734521	-	1053	889	1006	935	1401	1636	1320	1927	1461	1510	1829	1854	973
M8Y62_22760	CP097651.1	4734984	4735763	-	780	233	274	260	130	175	145	685	522	427	302	311	174
M8Y62_22765	CP097651.1	4735924	4736814	+	891	13	37	21	29	31	37	66	33	27	47	38	15
M8Y62_22770	CP097651.1	4736953	4737147	+	195	3	4	3	3	0	5	4	2	5	2	3	1
M8Y62_22775	CP097651.1	4737164	4738414	+	1251	26	26	34	14	13	21	38	47	33	14	10	10
M8Y62_22780	CP097651.1	4738398	4738955	+	558	2	3	6	4	0	3	14	7	6	4	4	2
